,Instance,Optimal Value,Implementation 1,Minimum Solution Cost 1,Average Solution Cost 1,Std Solution Cost 1,Average Runtime 1,Implementation 2,Minimum Solution Cost 2,Average Solution Cost 2,Std Solution Cost 2,Average Runtime 2,P-value
679,A-n46-k7,914,"2-opt, shift-1, swap-2-2",966.08,1061.18,49.34,2.87,"2-opt, reinsertion, swap-2-2",1003.11,1072.34,53.42,2.18,0.75
680,A-n48-k7,1073,"2-opt, shift-1, swap-2-2",1178.59,1241.85,39.35,2.90,"2-opt, reinsertion, swap-2-2",1166.40,1250.76,47.39,2.20,0.47
681,A-n53-k7,1010,"2-opt, shift-1, swap-2-2",1111.94,1241.96,80.35,3.08,"2-opt, reinsertion, swap-2-2",1094.62,1205.75,68.32,2.37,0.08
682,A-n54-k7,1167,"2-opt, shift-1, swap-2-2",1279.81,1422.96,67.27,3.03,"2-opt, reinsertion, swap-2-2",1266.23,1384.78,60.06,2.38,0.03
683,A-n55-k9,1073,"2-opt, shift-1, swap-2-2",1169.24,1280.67,69.56,3.42,"2-opt, reinsertion, swap-2-2",1197.85,1293.89,59.08,2.60,0.25
684,A-n60-k9,1408,"2-opt, shift-1, swap-2-2",1489.29,1572.98,43.90,3.47,"2-opt, reinsertion, swap-2-2",1492.29,1600.21,66.60,2.64,0.14
685,A-n61-k9,1035,"2-opt, shift-1, swap-2-2",1160.32,1237.57,43.19,3.59,"2-opt, reinsertion, swap-2-2",1156.71,1257.86,45.33,2.74,0.07
686,A-n62-k8,1290,"2-opt, shift-1, swap-2-2",1471.03,1555.96,50.39,3.31,"2-opt, reinsertion, swap-2-2",1445.14,1552.14,59.09,2.50,0.89
687,A-n63-k10,1315,"2-opt, shift-1, swap-2-2",1427.28,1547.86,59.53,3.71,"2-opt, reinsertion, swap-2-2",1442.35,1566.01,49.76,2.82,0.27
688,A-n63-k9,1634,"2-opt, shift-1, swap-2-2",1836.87,1950.49,88.92,3.55,"2-opt, reinsertion, swap-2-2",1771.14,1891.93,49.78,2.74,0.00
689,A-n64-k9,1402,"2-opt, shift-1, swap-2-2",1614.68,1688.14,52.39,3.51,"2-opt, reinsertion, swap-2-2",1500.43,1652.97,61.94,2.72,0.01
690,A-n65-k9,1177,"2-opt, shift-1, swap-2-2",1348.86,1439.08,55.80,3.69,"2-opt, reinsertion, swap-2-2",1318.05,1446.59,87.14,2.81,0.93
691,A-n69-k9,1168,"2-opt, shift-1, swap-2-2",1359.18,1427.01,45.64,3.65,"2-opt, reinsertion, swap-2-2",1284.14,1418.28,66.63,2.81,0.45
692,A-n80-k10,1764,"2-opt, shift-1, swap-2-2",2039.15,2171.02,62.37,3.91,"2-opt, reinsertion, swap-2-2",2044.19,2158.94,68.90,3.00,0.54
693,B-n31-k5,672,"2-opt, shift-1, swap-2-2",690.42,711.47,24.85,2.42,"2-opt, reinsertion, swap-2-2",682.09,725.73,42.54,1.81,0.16
694,B-n34-k5,788,"2-opt, shift-1, swap-2-2",802.32,848.08,28.19,2.38,"2-opt, reinsertion, swap-2-2",798.31,888.91,50.47,1.86,0.00
695,B-n35-k5,955,"2-opt, shift-1, swap-2-2",986.52,1033.46,33.92,2.42,"2-opt, reinsertion, swap-2-2",961.21,1028.79,42.47,1.84,0.52
696,B-n38-k6,805,"2-opt, shift-1, swap-2-2",836.21,866.58,21.92,2.65,"2-opt, reinsertion, swap-2-2",825.88,878.03,31.04,1.99,0.17
697,B-n39-k5,549,"2-opt, shift-1, swap-2-2",578.50,627.95,40.63,2.51,"2-opt, reinsertion, swap-2-2",564.72,634.86,37.79,1.89,0.48
698,B-n41-k6,829,"2-opt, shift-1, swap-2-2",889.24,1013.94,103.01,2.68,"2-opt, reinsertion, swap-2-2",868.68,980.97,63.38,2.05,0.23
699,B-n43-k6,742,"2-opt, shift-1, swap-2-2",785.44,830.07,35.96,2.73,"2-opt, reinsertion, swap-2-2",751.32,821.58,31.08,2.06,0.39
700,B-n44-k7,909,"2-opt, shift-1, swap-2-2",965.81,1045.74,41.10,2.85,"2-opt, reinsertion, swap-2-2",937.49,1054.69,57.79,2.22,0.93
701,B-n45-k5,751,"2-opt, shift-1, swap-2-2",783.44,864.65,79.34,2.72,"2-opt, reinsertion, swap-2-2",783.10,878.40,60.90,2.05,0.25
702,B-n45-k6,678,"2-opt, shift-1, swap-2-2",744.44,774.09,32.11,2.89,"2-opt, reinsertion, swap-2-2",732.86,793.43,46.79,2.22,0.04
703,B-n50-k7,741,"2-opt, shift-1, swap-2-2",788.15,835.62,41.02,2.95,"2-opt, reinsertion, swap-2-2",760.14,869.79,65.15,2.28,0.04
704,B-n50-k8,1313,"2-opt, shift-1, swap-2-2",1374.88,1444.63,37.06,3.08,"2-opt, reinsertion, swap-2-2",1359.95,1436.33,64.13,2.38,0.30
705,B-n51-k7,1032,"2-opt, shift-1, swap-2-2",1056.45,1173.06,149.82,3.10,"2-opt, reinsertion, swap-2-2",1067.44,1226.62,80.47,2.42,0.00
706,B-n52-k7,747,"2-opt, shift-1, swap-2-2",790.65,844.67,35.58,3.02,"2-opt, reinsertion, swap-2-2",757.97,864.77,64.30,2.31,0.22
707,B-n56-k7,707,"2-opt, shift-1, swap-2-2",777.29,825.66,43.29,3.05,"2-opt, reinsertion, swap-2-2",754.29,815.81,57.20,2.33,0.27
708,B-n57-k7,1153,"2-opt, shift-1, swap-2-2",1175.34,1281.67,63.91,3.20,"2-opt, reinsertion, swap-2-2",1198.87,1369.97,96.14,2.46,0.00
709,B-n57-k9,1598,"2-opt, shift-1, swap-2-2",1694.00,1758.95,45.12,3.34,"2-opt, reinsertion, swap-2-2",1691.45,1772.17,48.02,2.56,0.20
710,B-n63-k10,1537,"2-opt, shift-1, swap-2-2",1651.33,1737.30,46.41,3.61,"2-opt, reinsertion, swap-2-2",1641.80,1787.91,76.14,2.81,0.01
711,B-n64-k9,861,"2-opt, shift-1, swap-2-2",956.15,1015.18,43.58,3.57,"2-opt, reinsertion, swap-2-2",921.01,1041.61,64.65,2.81,0.10
712,B-n66-k9,1374,"2-opt, shift-1, swap-2-2",1396.42,1541.16,71.36,3.54,"2-opt, reinsertion, swap-2-2",1409.93,1548.00,83.08,2.80,0.54
713,B-n67-k10,1033,"2-opt, shift-1, swap-2-2",1159.30,1231.99,49.89,3.62,"2-opt, reinsertion, swap-2-2",1131.99,1255.87,90.64,2.87,0.27
714,B-n68-k9,1304,"2-opt, shift-1, swap-2-2",1408.50,1493.22,52.90,3.51,"2-opt, reinsertion, swap-2-2",1412.78,1501.54,52.87,2.75,0.66
715,B-n78-k10,1266,"2-opt, shift-1, swap-2-2",1381.32,1493.91,59.83,3.81,"2-opt, reinsertion, swap-2-2",1411.63,1521.33,76.95,3.05,0.26
716,P-n101-k4,681,"2-opt, shift-1, swap-2-2",998.22,1065.53,30.17,3.47,"2-opt, reinsertion, swap-2-2",878.64,959.00,34.96,2.66,0.00
717,P-n16-k8,435,"2-opt, shift-1, swap-2-2",451.34,459.88,7.21,2.23,"2-opt, reinsertion, swap-2-2",451.34,459.92,7.04,1.81,0.94
718,P-n19-k2,212,"2-opt, shift-1, swap-2-2",220.64,304.85,32.28,1.43,"2-opt, reinsertion, swap-2-2",212.66,243.54,14.54,1.29,0.00
719, P-n20-k2,220,"2-opt, shift-1, swap-2-2",255.21,319.65,24.68,1.44,"2-opt, reinsertion, swap-2-2",217.42,233.20,12.54,1.32,0.00
720,P-n21-k2,211,"2-opt, shift-1, swap-2-2",232.56,268.78,18.32,1.51,"2-opt, reinsertion, swap-2-2",212.71,228.43,14.69,1.38,0.00
721,P-n22-k2,216,"2-opt, shift-1, swap-2-2",280.08,326.28,25.32,1.48,"2-opt, reinsertion, swap-2-2",217.85,236.65,18.93,1.34,0.00
722,P-n22-k8,603,"2-opt, shift-1, swap-2-2",594.88,617.90,19.57,2.54,"2-opt, reinsertion, swap-2-2",614.04,646.74,20.82,2.09,0.00
723,P-n23-k8,554,"2-opt, shift-1, swap-2-2",537.94,561.73,14.21,2.62,"2-opt, reinsertion, swap-2-2",544.04,581.78,23.72,2.15,0.00
724,P-n40-k5.vrp,458,"2-opt, shift-1, swap-2-2",476.65,533.64,24.52,2.46,"2-opt, reinsertion, swap-2-2",479.90,536.23,27.33,1.91,0.83
725,P-n45-k5,510,"2-opt, shift-1, swap-2-2",567.62,614.93,26.02,2.50,"2-opt, reinsertion, swap-2-2",542.29,595.05,32.20,1.94,0.03
726,P-n50-k10,696,"2-opt, shift-1, swap-2-2",748.60,800.21,36.67,3.43,"2-opt, reinsertion, swap-2-2",762.64,801.21,21.03,2.70,0.72
727, P-n50-k7,554,"2-opt, shift-1, swap-2-2",594.16,641.53,23.31,2.88,"2-opt, reinsertion, swap-2-2",592.33,641.33,30.55,2.24,0.67
728,P-n50-k8,649,"2-opt, shift-1, swap-2-2",672.14,712.62,20.69,3.26,"2-opt, reinsertion, swap-2-2",666.50,715.14,27.64,2.49,0.80
729,P-n51-k10,745,"2-opt, shift-1, swap-2-2",801.38,847.23,30.96,3.57,"2-opt, reinsertion, swap-2-2",809.48,863.13,29.35,2.77,0.07
730,P-n55-k10,669,"2-opt, shift-1, swap-2-2",753.45,788.24,17.69,3.49,"2-opt, reinsertion, swap-2-2",740.18,802.53,32.76,2.67,0.08
731,P-n55-k15,856,"2-opt, shift-1, swap-2-2",996.08,1064.51,31.73,4.52,"2-opt, reinsertion, swap-2-2",998.32,1054.62,26.65,3.67,0.21
732,P-n55-k7,524,"2-opt, shift-1, swap-2-2",605.34,656.42,25.94,3.07,"2-opt, reinsertion, swap-2-2",606.53,655.74,24.69,2.34,0.88
733,P-n55-k8,576,"2-opt, shift-1, swap-2-2",631.71,691.65,35.64,3.04,"2-opt, reinsertion, swap-2-2",622.00,680.62,30.09,2.32,0.20
734,P-n60-k10,706,"2-opt, shift-1, swap-2-2",809.83,890.47,39.55,3.65,"2-opt, reinsertion, swap-2-2",819.67,881.06,45.59,2.83,0.32
735,P-n60-k15,905,"2-opt, shift-1, swap-2-2",1067.39,1102.10,29.58,4.52,"2-opt, reinsertion, swap-2-2",1064.22,1107.51,28.07,3.57,0.45
736,P-n65-k10,792,"2-opt, shift-1, swap-2-2",894.47,945.15,33.98,3.67,"2-opt, reinsertion, swap-2-2",885.42,933.30,24.37,2.85,0.21
737,P-n70-k10,834,"2-opt, shift-1, swap-2-2",934.99,984.20,28.96,3.91,"2-opt, reinsertion, swap-2-2",905.01,971.99,37.37,2.98,0.09
738,P-n76-k4,589,"2-opt, shift-1, swap-2-2",792.95,964.21,87.46,3.02,"2-opt, reinsertion, swap-2-2",694.21,809.79,56.62,2.28,0.00
739,P-n76-k5,631,"2-opt, shift-1, swap-2-2",801.64,932.92,106.58,3.21,"2-opt, reinsertion, swap-2-2",759.72,853.16,60.75,2.36,0.00
740,A-n32-k5,784,"2-opt, shift-1, swap-2-2",850.88,899.56,32.06,2.36,"swap-2-1, reinsertion, swap-2-2",827.38,904.91,46.04,2.59,0.47
741,A-n33-k5,661,"2-opt, shift-1, swap-2-2",680.41,744.42,33.26,2.38,"swap-2-1, reinsertion, swap-2-2",674.12,762.02,39.20,2.63,0.07
742,A-n33-k6,742,"2-opt, shift-1, swap-2-2",774.77,833.36,38.57,2.52,"swap-2-1, reinsertion, swap-2-2",752.48,852.97,41.01,2.83,0.10
743,A-n34-k5,778,"2-opt, shift-1, swap-2-2",806.18,870.42,37.59,2.40,"swap-2-1, reinsertion, swap-2-2",799.35,883.02,51.50,2.58,0.18
744,A-n36-k5,799,"2-opt, shift-1, swap-2-2",873.98,920.48,29.17,2.48,"swap-2-1, reinsertion, swap-2-2",840.42,924.04,41.12,2.62,0.54
745,A-n37-k5,669,"2-opt, shift-1, swap-2-2",713.53,779.68,28.65,2.51,"swap-2-1, reinsertion, swap-2-2",740.20,806.07,42.06,2.68,0.02
746,A-n37-k6,949,"2-opt, shift-1, swap-2-2",1020.38,1103.09,44.68,2.66,"swap-2-1, reinsertion, swap-2-2",1010.61,1092.83,50.55,2.79,0.35
747,A-n38-k5,730,"2-opt, shift-1, swap-2-2",792.01,890.65,90.14,2.63,"swap-2-1, reinsertion, swap-2-2",780.57,869.05,41.45,2.85,0.72
748,A-n39-k5,822,"2-opt, shift-1, swap-2-2",887.79,989.95,59.89,2.50,"swap-2-1, reinsertion, swap-2-2",867.59,962.01,41.86,2.70,0.13
749,A-n39-k6,831,"2-opt, shift-1, swap-2-2",867.61,954.89,37.58,2.56,"swap-2-1, reinsertion, swap-2-2",857.83,972.83,56.28,2.88,0.04
750,A-n44-k6,937,"2-opt, shift-1, swap-2-2",1052.62,1165.93,68.59,2.69,"swap-2-1, reinsertion, swap-2-2",1031.08,1113.14,46.75,2.99,0.01
751,A-n45-k6,944,"2-opt, shift-1, swap-2-2",1035.13,1104.69,39.66,2.91,"swap-2-1, reinsertion, swap-2-2",1055.35,1127.31,49.71,3.12,0.10
752,A-n45-k7,1146,"2-opt, shift-1, swap-2-2",1223.09,1298.41,39.88,2.83,"swap-2-1, reinsertion, swap-2-2",1210.34,1305.55,40.43,3.04,0.57
753,A-n46-k7,914,"2-opt, shift-1, swap-2-2",966.08,1061.18,49.34,2.87,"swap-2-1, reinsertion, swap-2-2",1016.65,1095.15,43.19,3.22,0.01
754,A-n48-k7,1073,"2-opt, shift-1, swap-2-2",1178.59,1241.85,39.35,2.90,"swap-2-1, reinsertion, swap-2-2",1198.61,1287.08,45.85,3.10,0.00
755,A-n53-k7,1010,"2-opt, shift-1, swap-2-2",1111.94,1241.96,80.35,3.08,"swap-2-1, reinsertion, swap-2-2",1138.97,1257.07,56.27,3.34,0.18
756,A-n54-k7,1167,"2-opt, shift-1, swap-2-2",1279.81,1422.96,67.27,3.03,"swap-2-1, reinsertion, swap-2-2",1359.79,1428.46,51.04,3.40,0.73
757,A-n55-k9,1073,"2-opt, shift-1, swap-2-2",1169.24,1280.67,69.56,3.42,"swap-2-1, reinsertion, swap-2-2",1154.90,1306.89,72.37,3.77,0.18
758,A-n60-k9,1408,"2-opt, shift-1, swap-2-2",1489.29,1572.98,43.90,3.47,"swap-2-1, reinsertion, swap-2-2",1463.30,1639.55,64.10,3.80,0.00
759,A-n61-k9,1035,"2-opt, shift-1, swap-2-2",1160.32,1237.57,43.19,3.59,"swap-2-1, reinsertion, swap-2-2",1173.01,1294.96,54.53,3.93,0.00
760,A-n62-k8,1290,"2-opt, shift-1, swap-2-2",1471.03,1555.96,50.39,3.31,"swap-2-1, reinsertion, swap-2-2",1435.11,1600.19,54.86,3.60,0.00
761,A-n63-k10,1315,"2-opt, shift-1, swap-2-2",1427.28,1547.86,59.53,3.71,"swap-2-1, reinsertion, swap-2-2",1505.18,1644.05,82.76,4.20,0.00
762,A-n63-k9,1634,"2-opt, shift-1, swap-2-2",1836.87,1950.49,88.92,3.55,"swap-2-1, reinsertion, swap-2-2",1849.17,1931.42,46.82,4.51,0.47
763,A-n64-k9,1402,"2-opt, shift-1, swap-2-2",1614.68,1688.14,52.39,3.51,"swap-2-1, reinsertion, swap-2-2",1598.42,1729.34,62.06,4.14,0.03
764,A-n65-k9,1177,"2-opt, shift-1, swap-2-2",1348.86,1439.08,55.80,3.69,"swap-2-1, reinsertion, swap-2-2",1396.51,1518.25,60.83,4.26,0.00
765,A-n69-k9,1168,"2-opt, shift-1, swap-2-2",1359.18,1427.01,45.64,3.65,"swap-2-1, reinsertion, swap-2-2",1394.24,1504.36,71.68,4.26,0.00
766,A-n80-k10,1764,"2-opt, shift-1, swap-2-2",2039.15,2171.02,62.37,3.91,"swap-2-1, reinsertion, swap-2-2",2111.99,2261.48,69.27,4.66,0.00
767,B-n31-k5,672,"2-opt, shift-1, swap-2-2",690.42,711.47,24.85,2.42,"swap-2-1, reinsertion, swap-2-2",687.37,715.78,26.16,2.73,0.25
768,B-n34-k5,788,"2-opt, shift-1, swap-2-2",802.32,848.08,28.19,2.38,"swap-2-1, reinsertion, swap-2-2",838.90,914.57,63.72,2.85,0.00
769,B-n35-k5,955,"2-opt, shift-1, swap-2-2",986.52,1033.46,33.92,2.42,"swap-2-1, reinsertion, swap-2-2",963.28,1073.99,60.66,2.64,0.00
770,B-n38-k6,805,"2-opt, shift-1, swap-2-2",836.21,866.58,21.92,2.65,"swap-2-1, reinsertion, swap-2-2",824.11,870.47,36.52,3.08,0.86
771,B-n39-k5,549,"2-opt, shift-1, swap-2-2",578.50,627.95,40.63,2.51,"swap-2-1, reinsertion, swap-2-2",585.91,668.12,53.99,2.85,0.00
772,B-n41-k6,829,"2-opt, shift-1, swap-2-2",889.24,1013.94,103.01,2.68,"swap-2-1, reinsertion, swap-2-2",887.86,972.82,55.56,3.07,0.11
773,B-n43-k6,742,"2-opt, shift-1, swap-2-2",785.44,830.07,35.96,2.73,"swap-2-1, reinsertion, swap-2-2",782.12,846.60,41.46,3.00,0.07
774,B-n44-k7,909,"2-opt, shift-1, swap-2-2",965.81,1045.74,41.10,2.85,"swap-2-1, reinsertion, swap-2-2",981.71,1072.06,59.43,3.35,0.11
775,B-n45-k5,751,"2-opt, shift-1, swap-2-2",783.44,864.65,79.34,2.72,"swap-2-1, reinsertion, swap-2-2",789.76,892.07,58.74,3.17,0.03
776,B-n45-k6,678,"2-opt, shift-1, swap-2-2",744.44,774.09,32.11,2.89,"swap-2-1, reinsertion, swap-2-2",758.54,810.79,35.84,3.39,0.00
777,B-n50-k7,741,"2-opt, shift-1, swap-2-2",788.15,835.62,41.02,2.95,"swap-2-1, reinsertion, swap-2-2",810.24,909.21,62.49,3.36,0.00
778,B-n50-k8,1313,"2-opt, shift-1, swap-2-2",1374.88,1444.63,37.06,3.08,"swap-2-1, reinsertion, swap-2-2",1365.22,1455.10,46.19,3.72,0.49
779,B-n51-k7,1032,"2-opt, shift-1, swap-2-2",1056.45,1173.06,149.82,3.10,"swap-2-1, reinsertion, swap-2-2",1104.67,1230.81,64.91,3.68,0.00
780,B-n52-k7,747,"2-opt, shift-1, swap-2-2",790.65,844.67,35.58,3.02,"swap-2-1, reinsertion, swap-2-2",832.70,940.75,74.52,3.59,0.00
781,B-n56-k7,707,"2-opt, shift-1, swap-2-2",777.29,825.66,43.29,3.05,"swap-2-1, reinsertion, swap-2-2",755.99,866.35,69.53,3.69,0.01
782,B-n57-k7,1153,"2-opt, shift-1, swap-2-2",1175.34,1281.67,63.91,3.20,"swap-2-1, reinsertion, swap-2-2",1274.96,1422.60,80.77,3.70,0.00
783,B-n57-k9,1598,"2-opt, shift-1, swap-2-2",1694.00,1758.95,45.12,3.34,"swap-2-1, reinsertion, swap-2-2",1684.36,1786.64,46.94,4.00,0.01
784,B-n63-k10,1537,"2-opt, shift-1, swap-2-2",1651.33,1737.30,46.41,3.61,"swap-2-1, reinsertion, swap-2-2",1716.99,1833.71,56.63,4.09,0.00
785,B-n64-k9,861,"2-opt, shift-1, swap-2-2",956.15,1015.18,43.58,3.57,"swap-2-1, reinsertion, swap-2-2",989.64,1101.43,60.62,4.18,0.00
786,B-n66-k9,1374,"2-opt, shift-1, swap-2-2",1396.42,1541.16,71.36,3.54,"swap-2-1, reinsertion, swap-2-2",1511.77,1595.96,49.89,4.20,0.00
787,B-n67-k10,1033,"2-opt, shift-1, swap-2-2",1159.30,1231.99,49.89,3.62,"swap-2-1, reinsertion, swap-2-2",1192.98,1289.38,64.79,4.31,0.00
788,B-n68-k9,1304,"2-opt, shift-1, swap-2-2",1408.50,1493.22,52.90,3.51,"swap-2-1, reinsertion, swap-2-2",1477.85,1575.75,66.01,4.11,0.00
789,B-n78-k10,1266,"2-opt, shift-1, swap-2-2",1381.32,1493.91,59.83,3.81,"swap-2-1, reinsertion, swap-2-2",1467.39,1607.71,64.80,4.48,0.00
790,P-n101-k4,681,"2-opt, shift-1, swap-2-2",998.22,1065.53,30.17,3.47,"swap-2-1, reinsertion, swap-2-2",1038.24,1121.41,48.03,4.03,0.00
791,P-n16-k8,435,"2-opt, shift-1, swap-2-2",451.34,459.88,7.21,2.23,"swap-2-1, reinsertion, swap-2-2",451.34,457.70,8.75,2.82,0.23
792,P-n19-k2,212,"2-opt, shift-1, swap-2-2",220.64,304.85,32.28,1.43,"swap-2-1, reinsertion, swap-2-2",212.66,235.28,13.10,1.83,0.00
793, P-n20-k2,220,"2-opt, shift-1, swap-2-2",255.21,319.65,24.68,1.44,"swap-2-1, reinsertion, swap-2-2",217.42,239.41,11.35,1.85,0.00
794,P-n21-k2,211,"2-opt, shift-1, swap-2-2",232.56,268.78,18.32,1.51,"swap-2-1, reinsertion, swap-2-2",212.71,229.33,11.79,1.96,0.00
795,P-n22-k2,216,"2-opt, shift-1, swap-2-2",280.08,326.28,25.32,1.48,"swap-2-1, reinsertion, swap-2-2",217.85,246.47,15.48,1.96,0.00
796,P-n22-k8,603,"2-opt, shift-1, swap-2-2",594.88,617.90,19.57,2.54,"swap-2-1, reinsertion, swap-2-2",595.81,627.04,19.24,3.52,0.13
797,P-n23-k8,554,"2-opt, shift-1, swap-2-2",537.94,561.73,14.21,2.62,"swap-2-1, reinsertion, swap-2-2",537.94,563.46,15.19,3.55,0.77
798,P-n40-k5.vrp,458,"2-opt, shift-1, swap-2-2",476.65,533.64,24.52,2.46,"swap-2-1, reinsertion, swap-2-2",499.33,541.44,25.72,3.12,0.43
799,P-n45-k5,510,"2-opt, shift-1, swap-2-2",567.62,614.93,26.02,2.50,"swap-2-1, reinsertion, swap-2-2",543.87,613.05,34.99,3.26,0.72
800,P-n50-k10,696,"2-opt, shift-1, swap-2-2",748.60,800.21,36.67,3.43,"swap-2-1, reinsertion, swap-2-2",770.17,814.70,25.35,4.88,0.08
801, P-n50-k7,554,"2-opt, shift-1, swap-2-2",594.16,641.53,23.31,2.88,"swap-2-1, reinsertion, swap-2-2",604.44,656.03,39.74,3.65,0.19
802,P-n50-k8,649,"2-opt, shift-1, swap-2-2",672.14,712.62,20.69,3.26,"swap-2-1, reinsertion, swap-2-2",690.38,735.79,28.86,4.50,0.00
803,P-n51-k10,745,"2-opt, shift-1, swap-2-2",801.38,847.23,30.96,3.57,"swap-2-1, reinsertion, swap-2-2",821.83,857.35,23.90,4.80,0.10
804,P-n55-k10,669,"2-opt, shift-1, swap-2-2",753.45,788.24,17.69,3.49,"swap-2-1, reinsertion, swap-2-2",747.66,818.96,33.36,3.88,0.00
805,P-n55-k15,856,"2-opt, shift-1, swap-2-2",996.08,1064.51,31.73,4.52,"swap-2-1, reinsertion, swap-2-2",1004.60,1066.08,29.71,5.24,0.80
806,P-n55-k7,524,"2-opt, shift-1, swap-2-2",605.34,656.42,25.94,3.07,"swap-2-1, reinsertion, swap-2-2",647.80,685.50,23.41,3.30,0.00
807,P-n55-k8,576,"2-opt, shift-1, swap-2-2",631.71,691.65,35.64,3.04,"swap-2-1, reinsertion, swap-2-2",634.74,712.61,34.76,3.30,0.05
808,P-n60-k10,706,"2-opt, shift-1, swap-2-2",809.83,890.47,39.55,3.65,"swap-2-1, reinsertion, swap-2-2",828.09,890.36,39.13,4.02,0.80
809,P-n60-k15,905,"2-opt, shift-1, swap-2-2",1067.39,1102.10,29.58,4.52,"swap-2-1, reinsertion, swap-2-2",1055.90,1120.06,36.50,5.15,0.05
810,P-n65-k10,792,"2-opt, shift-1, swap-2-2",894.47,945.15,33.98,3.67,"swap-2-1, reinsertion, swap-2-2",902.15,960.13,34.14,4.10,0.09
811,P-n70-k10,834,"2-opt, shift-1, swap-2-2",934.99,984.20,28.96,3.91,"swap-2-1, reinsertion, swap-2-2",941.15,1032.76,33.91,4.26,0.00
812,P-n76-k4,589,"2-opt, shift-1, swap-2-2",792.95,964.21,87.46,3.02,"swap-2-1, reinsertion, swap-2-2",758.24,870.97,46.79,3.28,0.00
813,P-n76-k5,631,"2-opt, shift-1, swap-2-2",801.64,932.92,106.58,3.21,"swap-2-1, reinsertion, swap-2-2",820.75,913.74,58.46,3.51,0.39
814,A-n32-k5,784,"swap-2-1, shift-1, swap-2-2",826.60,886.01,41.22,2.18,"swap-1-1, shift-1, swap-2-2",800.35,880.27,37.18,2.17,0.61
815,A-n33-k5,661,"swap-2-1, shift-1, swap-2-2",704.46,738.18,28.45,2.19,"swap-1-1, shift-1, swap-2-2",678.91,741.06,36.62,2.18,0.57
816,A-n33-k6,742,"swap-2-1, shift-1, swap-2-2",750.59,820.68,35.71,2.27,"swap-1-1, shift-1, swap-2-2",754.01,818.67,32.73,2.27,0.99
817,A-n34-k5,778,"swap-2-1, shift-1, swap-2-2",794.94,849.84,29.07,2.14,"swap-1-1, shift-1, swap-2-2",808.89,850.87,27.40,2.19,0.99
818,A-n36-k5,799,"swap-2-1, shift-1, swap-2-2",854.77,910.65,27.96,2.22,"swap-1-1, shift-1, swap-2-2",852.65,906.25,39.38,2.20,0.43
819,A-n37-k5,669,"swap-2-1, shift-1, swap-2-2",720.72,789.68,42.14,2.30,"swap-1-1, shift-1, swap-2-2",729.01,798.94,38.78,2.25,0.34
820,A-n37-k6,949,"swap-2-1, shift-1, swap-2-2",1037.10,1108.72,41.23,2.37,"swap-1-1, shift-1, swap-2-2",981.90,1077.92,41.95,2.36,0.02
821,A-n38-k5,730,"swap-2-1, shift-1, swap-2-2",804.61,860.80,43.07,2.37,"swap-1-1, shift-1, swap-2-2",789.33,878.73,47.95,2.32,0.11
822,A-n39-k5,822,"swap-2-1, shift-1, swap-2-2",881.83,963.17,31.78,2.25,"swap-1-1, shift-1, swap-2-2",904.23,977.07,43.09,2.23,0.19
823,A-n39-k6,831,"swap-2-1, shift-1, swap-2-2",881.30,951.39,34.78,2.42,"swap-1-1, shift-1, swap-2-2",897.27,947.47,36.27,2.40,0.70
824,A-n44-k6,937,"swap-2-1, shift-1, swap-2-2",1053.32,1113.62,42.31,2.53,"swap-1-1, shift-1, swap-2-2",1019.50,1095.67,33.63,2.55,0.06
825,A-n45-k6,944,"swap-2-1, shift-1, swap-2-2",1019.79,1093.18,29.03,2.74,"swap-1-1, shift-1, swap-2-2",1067.73,1126.24,41.52,2.71,0.00
826,A-n45-k7,1146,"swap-2-1, shift-1, swap-2-2",1230.83,1286.14,40.38,2.64,"swap-1-1, shift-1, swap-2-2",1204.85,1272.08,37.21,2.62,0.16
827,A-n46-k7,914,"swap-2-1, shift-1, swap-2-2",986.97,1055.08,42.47,2.71,"swap-1-1, shift-1, swap-2-2",997.13,1035.67,22.10,2.66,0.02
828,A-n48-k7,1073,"swap-2-1, shift-1, swap-2-2",1193.45,1245.57,34.51,2.73,"swap-1-1, shift-1, swap-2-2",1180.49,1232.16,31.02,2.68,0.11
829,A-n53-k7,1010,"swap-2-1, shift-1, swap-2-2",1141.90,1230.71,54.35,2.85,"swap-1-1, shift-1, swap-2-2",1102.42,1211.60,40.93,2.81,0.29
830,A-n54-k7,1167,"swap-2-1, shift-1, swap-2-2",1284.10,1394.31,51.23,2.81,"swap-1-1, shift-1, swap-2-2",1262.86,1370.01,38.54,2.79,0.10
831,A-n55-k9,1073,"swap-2-1, shift-1, swap-2-2",1193.72,1269.18,50.00,3.14,"swap-1-1, shift-1, swap-2-2",1147.50,1244.19,52.52,3.12,0.09
832,A-n60-k9,1408,"swap-2-1, shift-1, swap-2-2",1506.81,1568.90,37.38,3.19,"swap-1-1, shift-1, swap-2-2",1460.31,1577.19,43.12,3.15,0.33
833,A-n61-k9,1035,"swap-2-1, shift-1, swap-2-2",1168.31,1221.93,31.60,3.36,"swap-1-1, shift-1, swap-2-2",1147.55,1235.13,41.11,3.35,0.29
834,A-n62-k8,1290,"swap-2-1, shift-1, swap-2-2",1476.57,1560.30,49.29,3.04,"swap-1-1, shift-1, swap-2-2",1477.67,1556.07,51.27,3.00,0.64
