,Instance,Optimal Value,Implementation 1,Minimum Solution Cost 1,Average Solution Cost 1,Std Solution Cost 1,Average Runtime 1,Implementation 2,Minimum Solution Cost 2,Average Solution Cost 2,Std Solution Cost 2,Average Runtime 2,P-value
133,P-n45-k5,510,"2-opt, shift-1, swap-2-2",567.62,614.93,26.02,2.50,"swap-1-1, shift-1, swap-2-2",575.74,617.69,29.67,2.35,0.72
134,P-n50-k10,696,"2-opt, shift-1, swap-2-2",748.60,800.21,36.67,3.43,"swap-1-1, shift-1, swap-2-2",754.56,783.66,21.36,3.25,0.07
135, P-n50-k7,554,"2-opt, shift-1, swap-2-2",594.16,641.53,23.31,2.88,"swap-1-1, shift-1, swap-2-2",613.89,647.53,13.84,2.73,0.25
136,P-n50-k8,649,"2-opt, shift-1, swap-2-2",672.14,712.62,20.69,3.26,"swap-1-1, shift-1, swap-2-2",670.11,703.63,23.02,3.01,0.07
137,P-n51-k10,745,"2-opt, shift-1, swap-2-2",801.38,847.23,30.96,3.57,"swap-1-1, shift-1, swap-2-2",800.06,835.19,21.18,3.29,0.12
138,P-n55-k10,669,"2-opt, shift-1, swap-2-2",753.45,788.24,17.69,3.49,"swap-1-1, shift-1, swap-2-2",738.39,781.26,23.44,3.23,0.47
139,P-n55-k15,856,"2-opt, shift-1, swap-2-2",996.08,1064.51,31.73,4.52,"swap-1-1, shift-1, swap-2-2",977.36,1017.35,24.82,4.23,0.00
140,P-n55-k7,524,"2-opt, shift-1, swap-2-2",605.34,656.42,25.94,3.07,"swap-1-1, shift-1, swap-2-2",634.35,674.28,25.46,2.83,0.04
141,P-n55-k8,576,"2-opt, shift-1, swap-2-2",631.71,691.65,35.64,3.04,"swap-1-1, shift-1, swap-2-2",625.92,685.53,34.10,2.80,0.45
142,P-n60-k10,706,"2-opt, shift-1, swap-2-2",809.83,890.47,39.55,3.65,"swap-1-1, shift-1, swap-2-2",822.51,869.15,32.66,3.43,0.02
143,P-n60-k15,905,"2-opt, shift-1, swap-2-2",1067.39,1102.10,29.58,4.52,"swap-1-1, shift-1, swap-2-2",1012.92,1065.21,29.78,4.20,0.00
144,P-n65-k10,792,"2-opt, shift-1, swap-2-2",894.47,945.15,33.98,3.67,"swap-1-1, shift-1, swap-2-2",876.07,935.46,32.17,3.42,0.33
145,P-n70-k10,834,"2-opt, shift-1, swap-2-2",934.99,984.20,28.96,3.91,"swap-1-1, shift-1, swap-2-2",937.13,994.45,29.55,3.65,0.15
146,P-n76-k4,589,"2-opt, shift-1, swap-2-2",792.95,964.21,87.46,3.02,"swap-1-1, shift-1, swap-2-2",850.56,924.19,40.59,2.74,0.04
147,P-n76-k5,631,"2-opt, shift-1, swap-2-2",801.64,932.92,106.58,3.21,"swap-1-1, shift-1, swap-2-2",861.75,937.53,34.19,2.93,0.75
148,A-n32-k5,784,"2-opt, shift-1, swap-2-2",850.88,899.56,32.06,2.36,"2-opt, reinsertion, double-bridge",812.18,900.69,61.96,2.38,0.72
149,A-n33-k5,661,"2-opt, shift-1, swap-2-2",680.41,744.42,33.26,2.38,"2-opt, reinsertion, double-bridge",684.46,759.31,35.25,2.34,0.18
150,A-n33-k6,742,"2-opt, shift-1, swap-2-2",774.77,833.36,38.57,2.52,"2-opt, reinsertion, double-bridge",777.78,856.64,42.86,2.55,0.04
151,A-n34-k5,778,"2-opt, shift-1, swap-2-2",806.18,870.42,37.59,2.40,"2-opt, reinsertion, double-bridge",819.64,895.85,47.14,2.38,0.03
152,A-n36-k5,799,"2-opt, shift-1, swap-2-2",873.98,920.48,29.17,2.48,"2-opt, reinsertion, double-bridge",838.96,906.35,39.06,2.42,0.17
