,Name,Best Solution Cost,Optimal Value,Run Time,Implementation
8622,P-n55-k15,1064.942993,856,4.79,"2-opt, reinsertion, double-bridge"
8623,P-n55-k15,1075.725975,856,4.7,"2-opt, reinsertion, double-bridge"
8624,P-n55-k15,1098.577011,856,4.56,"2-opt, reinsertion, double-bridge"
8625,P-n55-k15,1101.91545,856,4.62,"2-opt, reinsertion, double-bridge"
8626,P-n55-k15,1086.351431,856,4.75,"2-opt, reinsertion, double-bridge"
8627,P-n55-k15,1096.810363,856,4.79,"2-opt, reinsertion, double-bridge"
8628,P-n55-k15,1063.038704,856,4.59,"2-opt, reinsertion, double-bridge"
8629,P-n55-k15,1058.928306,856,4.84,"2-opt, reinsertion, double-bridge"
8630,P-n55-k15,1051.588469,856,4.69,"2-opt, reinsertion, double-bridge"
8631,P-n55-k15,1054.938278,856,4.78,"2-opt, reinsertion, double-bridge"
8632,P-n55-k15,1102.017583,856,4.56,"2-opt, reinsertion, double-bridge"
8633,P-n55-k15,1066.379687,856,4.87,"2-opt, reinsertion, double-bridge"
8634,P-n55-k15,1027.159216,856,4.59,"2-opt, reinsertion, double-bridge"
8635,P-n55-k15,1052.207468,856,4.67,"2-opt, reinsertion, double-bridge"
8636,P-n55-k15,1055.590399,856,4.6,"2-opt, reinsertion, double-bridge"
8637,P-n55-k15,1072.806785,856,4.74,"2-opt, reinsertion, double-bridge"
8638,P-n55-k15,1066.272265,856,4.76,"2-opt, reinsertion, double-bridge"
8639,P-n55-k15,1044.070137,856,4.57,"2-opt, reinsertion, double-bridge"
8640,P-n55-k7,693.3455118,524,2.99,"2-opt, reinsertion, double-bridge"
8641,P-n55-k7,672.5604965,524,3.01,"2-opt, reinsertion, double-bridge"
8642,P-n55-k7,632.6003889,524,3.01,"2-opt, reinsertion, double-bridge"
8643,P-n55-k7,647.5534109,524,3.01,"2-opt, reinsertion, double-bridge"
8644,P-n55-k7,623.4557924,524,3,"2-opt, reinsertion, double-bridge"
8645,P-n55-k7,638.3363319,524,3.03,"2-opt, reinsertion, double-bridge"
8646,P-n55-k7,701.1526382,524,2.97,"2-opt, reinsertion, double-bridge"
8647,P-n55-k7,637.2420852,524,3.02,"2-opt, reinsertion, double-bridge"
8648,P-n55-k7,641.3975092,524,3,"2-opt, reinsertion, double-bridge"
8649,P-n55-k7,656.2938111,524,3.01,"2-opt, reinsertion, double-bridge"
8650,P-n55-k7,607.4532022,524,3.02,"2-opt, reinsertion, double-bridge"
8651,P-n55-k7,650.7842345,524,2.99,"2-opt, reinsertion, double-bridge"
8652,P-n55-k7,696.649692,524,2.98,"2-opt, reinsertion, double-bridge"
8653,P-n55-k7,634.0166578,524,3.04,"2-opt, reinsertion, double-bridge"
8654,P-n55-k7,674.9210764,524,2.99,"2-opt, reinsertion, double-bridge"
8655,P-n55-k7,720.2700056,524,2.98,"2-opt, reinsertion, double-bridge"
8656,P-n55-k7,693.9110907,524,3.05,"2-opt, reinsertion, double-bridge"
8657,P-n55-k7,618.0618169,524,2.98,"2-opt, reinsertion, double-bridge"
8658,P-n55-k7,648.1344651,524,2.99,"2-opt, reinsertion, double-bridge"
8659,P-n55-k7,611.6748798,524,3.04,"2-opt, reinsertion, double-bridge"
8660,P-n55-k7,640.8056395,524,3.02,"2-opt, reinsertion, double-bridge"
8661,P-n55-k7,703.2826216,524,2.99,"2-opt, reinsertion, double-bridge"
8662,P-n55-k7,654.7873558,524,2.99,"2-opt, reinsertion, double-bridge"
8663,P-n55-k7,638.4729443,524,3.04,"2-opt, reinsertion, double-bridge"
8664,P-n55-k7,688.1785214,524,3,"2-opt, reinsertion, double-bridge"
8665,P-n55-k7,659.905221,524,3.04,"2-opt, reinsertion, double-bridge"
8666,P-n55-k7,687.0187717,524,2.99,"2-opt, reinsertion, double-bridge"
8667,P-n55-k7,664.4949923,524,3,"2-opt, reinsertion, double-bridge"
8668,P-n55-k7,828.8240779,524,2.95,"2-opt, reinsertion, double-bridge"
8669,P-n55-k7,623.7628493,524,3.03,"2-opt, reinsertion, double-bridge"
8670,P-n55-k8,691.8240036,576,3.03,"2-opt, reinsertion, double-bridge"
8671,P-n55-k8,659.2429672,576,2.94,"2-opt, reinsertion, double-bridge"
8672,P-n55-k8,667.1127733,576,2.98,"2-opt, reinsertion, double-bridge"
8673,P-n55-k8,657.2343277,576,2.99,"2-opt, reinsertion, double-bridge"
8674,P-n55-k8,671.1190277,576,2.92,"2-opt, reinsertion, double-bridge"
8675,P-n55-k8,685.7504478,576,2.98,"2-opt, reinsertion, double-bridge"
8676,P-n55-k8,699.1940911,576,2.92,"2-opt, reinsertion, double-bridge"
8677,P-n55-k8,651.8219061,576,3,"2-opt, reinsertion, double-bridge"
8678,P-n55-k8,721.2612801,576,2.95,"2-opt, reinsertion, double-bridge"
8679,P-n55-k8,682.5457101,576,2.94,"2-opt, reinsertion, double-bridge"
8680,P-n55-k8,715.1270998,576,3.01,"2-opt, reinsertion, double-bridge"
8681,P-n55-k8,761.8296523,576,2.99,"2-opt, reinsertion, double-bridge"
8682,P-n55-k8,656.1365756,576,2.98,"2-opt, reinsertion, double-bridge"
8683,P-n55-k8,619.1957804,576,2.97,"2-opt, reinsertion, double-bridge"
8684,P-n55-k8,647.1290862,576,2.98,"2-opt, reinsertion, double-bridge"
8685,P-n55-k8,816.2653958,576,2.92,"2-opt, reinsertion, double-bridge"
8686,P-n55-k8,692.3084378,576,2.95,"2-opt, reinsertion, double-bridge"
8687,P-n55-k8,676.6310467,576,2.95,"2-opt, reinsertion, double-bridge"
8688,P-n55-k8,733.1060974,576,2.96,"2-opt, reinsertion, double-bridge"
8689,P-n55-k8,739.2622115,576,2.96,"2-opt, reinsertion, double-bridge"
8690,P-n55-k8,675.4315152,576,2.99,"2-opt, reinsertion, double-bridge"
8691,P-n55-k8,644.0898198,576,2.98,"2-opt, reinsertion, double-bridge"
8692,P-n55-k8,742.0870971,576,2.94,"2-opt, reinsertion, double-bridge"
8693,P-n55-k8,645.9826993,576,2.97,"2-opt, reinsertion, double-bridge"
8694,P-n55-k8,699.1612833,576,2.97,"2-opt, reinsertion, double-bridge"
8695,P-n55-k8,704.0969351,576,2.97,"2-opt, reinsertion, double-bridge"
8696,P-n55-k8,717.554186,576,2.99,"2-opt, reinsertion, double-bridge"
8697,P-n55-k8,719.660028,576,3.01,"2-opt, reinsertion, double-bridge"
8698,P-n55-k8,747.4393397,576,2.94,"2-opt, reinsertion, double-bridge"
8699,P-n55-k8,662.3903271,576,3.17,"2-opt, reinsertion, double-bridge"
8700,P-n60-k10,912.0866745,706,3.46,"2-opt, reinsertion, double-bridge"
8701,P-n60-k10,835.1672998,706,3.72,"2-opt, reinsertion, double-bridge"
8702,P-n60-k10,831.8014164,706,3.72,"2-opt, reinsertion, double-bridge"
8703,P-n60-k10,925.0257945,706,3.6,"2-opt, reinsertion, double-bridge"
8704,P-n60-k10,867.8588939,706,3.7,"2-opt, reinsertion, double-bridge"
8705,P-n60-k10,931.6864666,706,3.53,"2-opt, reinsertion, double-bridge"
8706,P-n60-k10,840.9635233,706,3.69,"2-opt, reinsertion, double-bridge"
8707,P-n60-k10,914.5883415,706,3.57,"2-opt, reinsertion, double-bridge"
8708,P-n60-k10,1016.115961,706,3.52,"2-opt, reinsertion, double-bridge"
8709,P-n60-k10,988.0021594,706,3.56,"2-opt, reinsertion, double-bridge"
8710,P-n60-k10,890.2677278,706,3.72,"2-opt, reinsertion, double-bridge"
8711,P-n60-k10,950.1493342,706,3.49,"2-opt, reinsertion, double-bridge"
8712,P-n60-k10,861.3987869,706,3.71,"2-opt, reinsertion, double-bridge"
8713,P-n60-k10,948.7521384,706,3.46,"2-opt, reinsertion, double-bridge"
8714,P-n60-k10,822.7687334,706,3.47,"2-opt, reinsertion, double-bridge"
8715,P-n60-k10,853.6419544,706,3.72,"2-opt, reinsertion, double-bridge"
8716,P-n60-k10,882.3789353,706,3.71,"2-opt, reinsertion, double-bridge"
8717,P-n60-k10,962.6379649,706,3.61,"2-opt, reinsertion, double-bridge"
8718,P-n60-k10,935.8708219,706,3.59,"2-opt, reinsertion, double-bridge"
8719,P-n60-k10,860.6851798,706,3.65,"2-opt, reinsertion, double-bridge"
8720,P-n60-k10,896.7847422,706,3.69,"2-opt, reinsertion, double-bridge"
8721,P-n60-k10,878.9849294,706,3.7,"2-opt, reinsertion, double-bridge"
8722,P-n60-k10,1002.518798,706,3.53,"2-opt, reinsertion, double-bridge"
8723,P-n60-k10,913.9546431,706,3.55,"2-opt, reinsertion, double-bridge"
8724,P-n60-k10,997.7899468,706,3.54,"2-opt, reinsertion, double-bridge"
8725,P-n60-k10,903.9037223,706,3.47,"2-opt, reinsertion, double-bridge"
8726,P-n60-k10,848.7403861,706,3.69,"2-opt, reinsertion, double-bridge"
8727,P-n60-k10,844.5534573,706,3.7,"2-opt, reinsertion, double-bridge"
8728,P-n60-k10,860.5899874,706,3.73,"2-opt, reinsertion, double-bridge"
8729,P-n60-k10,872.1862382,706,3.75,"2-opt, reinsertion, double-bridge"
8730,P-n60-k15,1202.022904,905,4.43,"2-opt, reinsertion, double-bridge"
8731,P-n60-k15,1050.99916,905,4.5,"2-opt, reinsertion, double-bridge"
8732,P-n60-k15,1093.563862,905,4.57,"2-opt, reinsertion, double-bridge"
8733,P-n60-k15,1125.132646,905,4.54,"2-opt, reinsertion, double-bridge"
8734,P-n60-k15,1093.2331,905,4.5,"2-opt, reinsertion, double-bridge"
8735,P-n60-k15,1087.229171,905,4.77,"2-opt, reinsertion, double-bridge"
8736,P-n60-k15,1071.666716,905,4.52,"2-opt, reinsertion, double-bridge"
8737,P-n60-k15,1124.811689,905,4.67,"2-opt, reinsertion, double-bridge"
8738,P-n60-k15,1119.595705,905,4.91,"2-opt, reinsertion, double-bridge"
8739,P-n60-k15,1168.424897,905,4.61,"2-opt, reinsertion, double-bridge"
8740,P-n60-k15,1072.00365,905,4.53,"2-opt, reinsertion, double-bridge"
8741,P-n60-k15,1092.650979,905,4.45,"2-opt, reinsertion, double-bridge"
8742,P-n60-k15,1080.918611,905,4.62,"2-opt, reinsertion, double-bridge"
8743,P-n60-k15,1130.554609,905,4.57,"2-opt, reinsertion, double-bridge"
8744,P-n60-k15,1119.649964,905,4.48,"2-opt, reinsertion, double-bridge"
8745,P-n60-k15,1108.816311,905,4.49,"2-opt, reinsertion, double-bridge"
8746,P-n60-k15,1169.506142,905,4.6,"2-opt, reinsertion, double-bridge"
8747,P-n60-k15,1169.1228,905,4.67,"2-opt, reinsertion, double-bridge"
8748,P-n60-k15,1177.575128,905,4.43,"2-opt, reinsertion, double-bridge"
8749,P-n60-k15,1130.771328,905,4.5,"2-opt, reinsertion, double-bridge"
8750,P-n60-k15,1104.048046,905,4.7,"2-opt, reinsertion, double-bridge"
8751,P-n60-k15,1154.513042,905,4.6,"2-opt, reinsertion, double-bridge"
8752,P-n60-k15,1109.489809,905,4.51,"2-opt, reinsertion, double-bridge"
8753,P-n60-k15,1099.617174,905,4.67,"2-opt, reinsertion, double-bridge"
8754,P-n60-k15,1115.064674,905,4.77,"2-opt, reinsertion, double-bridge"
8755,P-n60-k15,1081.264106,905,4.63,"2-opt, reinsertion, double-bridge"
8756,P-n60-k15,1120.443405,905,4.63,"2-opt, reinsertion, double-bridge"
8757,P-n60-k15,1089.746781,905,4.51,"2-opt, reinsertion, double-bridge"
8758,P-n60-k15,1132.881178,905,4.46,"2-opt, reinsertion, double-bridge"
8759,P-n60-k15,1127.151331,905,4.52,"2-opt, reinsertion, double-bridge"
8760,P-n65-k10,920.3645582,792,3.57,"2-opt, reinsertion, double-bridge"
8761,P-n65-k10,907.8381856,792,3.78,"2-opt, reinsertion, double-bridge"
8762,P-n65-k10,908.6947625,792,3.85,"2-opt, reinsertion, double-bridge"
8763,P-n65-k10,956.0771073,792,3.58,"2-opt, reinsertion, double-bridge"
8764,P-n65-k10,978.4204107,792,3.57,"2-opt, reinsertion, double-bridge"
8765,P-n65-k10,941.9340012,792,3.58,"2-opt, reinsertion, double-bridge"
8766,P-n65-k10,957.5878804,792,3.56,"2-opt, reinsertion, double-bridge"
8767,P-n65-k10,1038.895985,792,3.76,"2-opt, reinsertion, double-bridge"
8768,P-n65-k10,916.0721664,792,3.81,"2-opt, reinsertion, double-bridge"
8769,P-n65-k10,973.2769332,792,3.55,"2-opt, reinsertion, double-bridge"
8770,P-n65-k10,949.1078075,792,3.69,"2-opt, reinsertion, double-bridge"
8771,P-n65-k10,1055.332306,792,3.62,"2-opt, reinsertion, double-bridge"
8772,P-n65-k10,994.7444735,792,3.76,"2-opt, reinsertion, double-bridge"
8773,P-n65-k10,1034.989955,792,3.64,"2-opt, reinsertion, double-bridge"
8774,P-n65-k10,882.3014889,792,3.81,"2-opt, reinsertion, double-bridge"
