,Name,Optimal Value,Minimum Solution Cost,Max Solution Cost,Avg Solution Cost,Std of Solution Cost,Avg Run Time
0,A-n32-k5,784,815.5335881005354,1164.5788136741278,949.3262653900414,87.00582416929817,4.099666666666667
1,A-n33-k5,661,705.5277980159142,891.8574758453884,777.1151739431169,47.03451827514111,2.3856666666666664
2,A-n33-k6,742,779.044818287724,977.7667173114334,882.8981280146115,46.58260650831958,2.5649999999999995
3,A-n34-k5,778,823.4319384186648,1041.8229209620445,905.882776331533,55.93312169101522,2.3646666666666665
4,A-n36-k5,799,831.3196888974488,1034.5335782655675,937.5540427172623,43.84287746448504,2.3906666666666667
5,A-n37-k5,669,732.0446465233299,915.9492392901449,803.6279520394612,53.50227375420039,2.5036666666666667
6,A-n37-k6,949,1037.7785478841581,1195.5721092326198,1110.9095655066603,43.32768924908008,2.684333333333333
7,A-n38-k5,730,771.5193933016086,1132.9122827743945,923.6019744600151,91.83746785433534,2.5340000000000003
8,A-n39-k5,822,919.1152138178928,1121.185005863429,1004.1289819532066,45.080653163445604,2.5249999999999995
9,A-n39-k6,831,894.4266106236707,1175.4991461079112,995.4273512368335,64.68685303361252,2.7056666666666667
10,A-n44-k6,937,1041.1437085883022,1275.0709672953517,1133.4574742133082,59.78600197883781,2.879
11,A-n45-k6,944,1038.8396330203777,1265.878728605831,1144.201832885016,59.556800665930666,2.911
12,A-n45-k7,1146,1258.8436384641634,1451.5671535379795,1342.2574738078858,49.585347868922035,3.125333333333334
13,A-n46-k7,914,998.9100807481858,1205.20508584272,1098.6957269453387,49.18493726577137,2.9813333333333327
14,A-n48-k7,1073,1187.2223349425644,1376.712399414206,1269.8107077005163,50.65178782468915,2.7706666666666666
15,A-n53-k7,1010,1155.4478242419837,1443.0354000764883,1285.2683757013324,70.48939409778863,2.8899999999999997
16,A-n54-k7,1167,1312.3782123669964,1625.9508459284807,1439.6394070465537,69.26286677941626,2.9059999999999997
17,A-n55-k9,1073,1238.9673620628137,1517.2498747707782,1330.639541847126,66.95333970358932,3.2283333333333335
18,A-n60-k9,1408,1524.9233649413968,1901.1166133183626,1645.4702523288508,76.40035453934073,3.2906666666666666
19,A-n61-k9,1035,1209.7422862317733,1569.427836271174,1295.2554738855902,75.29612263934112,3.3866666666666663
20,A-n62-k8,1290,1505.9479777292047,1670.446468412843,1574.1569835608027,41.89326955994686,3.086
21,A-n63-k10,1315,1475.3954566638454,1791.3778075576085,1593.0957089468357,78.68670260499395,3.5323333333333333
22,A-n63-k9,1634,1793.7634894700916,2080.200433089287,1930.8168552031775,57.13722820701228,3.367333333333333
23,A-n64-k9,1402,1590.385093078784,1909.0787187835765,1721.8230497415439,73.91939975064145,3.333
24,A-n65-k9,1177,1327.1578904492014,1736.6723284783407,1507.8393996377913,86.60117586405747,3.4636666666666662
25,A-n69-k9,1168,1339.3465280064324,1635.198529580295,1485.3174214089706,78.00930704636946,3.4463333333333326
26,A-n80-k10,1764,2045.2412177145216,2481.8764967180173,2184.173254198051,80.29982486081559,3.717666666666667
27,B-n31-k5,672,689.1566119525636,901.9837199511513,745.2381871953786,55.31872075423327,2.3083333333333327
28,B-n34-k5,788,802.0109835576126,1046.0815635977597,902.9890859060299,60.25456921076691,2.313
29,B-n35-k5,955,1006.9141186458871,1273.268870485293,1095.23621737253,60.26876368202061,2.3213333333333335
30,B-n38-k6,805,836.4706994095029,1036.354712384249,888.265983052315,44.582951290331046,2.4976666666666665
31,B-n39-k5,549,571.3812528892543,837.3180347895902,677.0852425061493,64.32847919428102,2.356666666666667
32,B-n41-k6,829,848.6175262290863,1250.9717953941788,1035.672136582082,97.25216737962808,2.5483333333333333
33,B-n43-k6,742,783.7426021096658,928.4943218646885,865.0504758078847,38.423279003685984,2.576666666666666
34,B-n44-k7,909,1020.3949508912362,1177.4173798976792,1095.4264484644552,36.89798411171585,2.8406666666666665
35,B-n45-k5,751,802.08873468827,1175.647821549908,965.6851212049497,99.10557759036338,2.5536666666666665
36,B-n45-k6,678,735.7263703032027,934.1276695324552,829.3844945171563,55.07155229862602,2.737
37,B-n50-k7,741,782.6082369995239,1101.2484249630102,904.341217738672,81.39952723566667,2.813333333333333
38,B-n50-k8,1313,1352.6853435326345,1582.6768239717683,1471.5586847187537,53.38462959970577,2.977333333333333
39,B-n51-k7,1032,1118.4216316347838,1682.7458491871869,1289.944001825707,134.09341092598663,2.9693333333333327
40,B-n52-k7,747,782.7556397050256,1119.3488224550606,946.4764555935506,75.6606408074781,2.8689999999999993
41,B-n56-k7,707,771.7711427242123,989.760350471487,860.1088757525625,70.35021505799986,3.0349999999999997
