,Name,Optimal Value,Minimum Solution Cost,Max Solution Cost,Avg Solution Cost,Std of Solution Cost,Avg Run Time
0,A-n32-k5,784,797.564936305434,1007.0293692476934,904.1874616515321,52.093860753973985,2.6623333333333337
1,A-n33-k5,661,676.4400403606919,852.4982279374709,739.0151792729717,44.5165245592668,2.1426666666666665
2,A-n33-k6,742,749.4115151860835,984.3241893377963,861.7265254464045,62.93147800498662,2.377333333333333
3,A-n34-k5,778,806.6373442419007,968.3875257223664,874.7645275588353,40.39821897305971,2.2416666666666667
4,A-n36-k5,799,848.944773440661,991.6293141301937,903.2646609885495,33.71955551269948,2.2840000000000003
5,A-n37-k5,669,699.6012885214826,955.7147118431524,780.8159291890291,53.219224495442425,2.351
6,A-n37-k6,949,1027.4634544068545,1298.4205786833782,1100.4331012777354,56.881723405007364,2.5463333333333336
7,A-n38-k5,730,793.201673187578,1022.2721665718243,865.2037593030824,51.81400116602214,2.405333333333333
8,A-n39-k5,822,893.6311902428359,1063.3200344120978,973.1846130985682,43.994304254770086,2.4356666666666666
9,A-n39-k6,831,893.8293735901871,1057.0470639388657,963.04598507608,41.752761998263594,2.6
10,A-n44-k6,937,1021.7898209601493,1195.5962350122516,1108.7714961382192,45.811708345738026,2.7030000000000003
11,A-n45-k6,944,986.483770517774,1248.8602682892333,1122.9337868561647,70.74996450366442,2.744
12,A-n45-k7,1146,1212.0974265706332,1365.6383448604286,1293.0710878006114,33.8495213364255,2.8533333333333326
13,A-n46-k7,914,1007.5173404854836,1157.1150927854173,1067.727471276851,46.24428498339357,2.7199999999999998
14,A-n48-k7,1073,1172.6163585851154,1350.4473588950923,1241.417763053972,41.43265918232983,2.633666666666667
15,A-n53-k7,1010,1101.0521257009054,1395.6721815369356,1227.9292496480325,66.09754307497926,2.718333333333333
16,A-n54-k7,1167,1247.932048043734,1525.5284527425474,1379.8200194189715,66.72269278436984,2.8089999999999993
17,A-n55-k9,1073,1155.5269965119312,1546.865482358896,1281.3860956408248,69.15295200132925,3.046333333333334
18,A-n60-k9,1408,1493.9270522202614,1692.9338152053067,1599.843629772922,58.438360567119254,3.1279999999999997
19,A-n61-k9,1035,1163.2171257818954,1347.0434000805144,1247.8915069101286,52.69562388944124,3.22
20,A-n62-k8,1290,1439.3641122444585,1682.157653812464,1541.119185200924,61.88783198828565,2.9000000000000004
21,A-n63-k10,1315,1435.8654266728652,1787.2116611011454,1557.5320268843798,85.32177722003293,3.4803333333333333
22,A-n63-k9,1634,1747.2574044373907,2034.5135030266667,1902.6660951083024,57.572790504531085,3.2736666666666676
23,A-n64-k9,1402,1558.5260963795242,1770.8595647223417,1646.7136244609167,52.562262300104145,3.2080000000000006
24,A-n65-k9,1177,1274.0396346543066,1610.4334351332072,1426.2753929166317,73.39075415757584,3.269333333333334
25,A-n69-k9,1168,1312.3893045100795,1567.0453993136487,1435.373495450655,74.16431838637978,3.379
26,A-n80-k10,1764,2041.1806215379775,2302.2687602573405,2139.256728333517,62.22283499450883,3.541666666666666
27,B-n31-k5,672,687.3735829392638,802.9193050880358,716.0408956795359,30.040717807273882,2.1670000000000003
28,B-n34-k5,788,816.8786394367193,1001.3982639089213,903.9189957825172,49.28611458016315,2.2386666666666666
29,B-n35-k5,955,960.8571332868253,1154.429870944857,1033.838947270564,40.99235120491138,2.178
30,B-n38-k6,805,822.0823542740477,900.771195401566,857.7585241886329,22.26651000251726,2.3453333333333335
31,B-n39-k5,549,566.4610547582175,673.2767121232414,617.2690100985741,27.799153641321983,2.212
32,B-n41-k6,829,852.0728593846446,1184.0371945600411,984.1944063287463,74.56773241280271,2.458999999999999
33,B-n43-k6,742,778.1050389336064,901.111377134723,838.0424972581973,31.468597879227424,2.4593333333333334
34,B-n44-k7,909,946.6061340395075,1123.1983382565486,1058.6083401434,33.34889252214698,2.6396666666666664
35,B-n45-k5,751,770.5109139367821,1015.3790112389665,879.2863114347417,58.65161352965284,2.4076666666666666
36,B-n45-k6,678,736.367072348572,911.0232090439221,813.1600010468804,47.66093302028419,2.5820000000000003
37,B-n50-k7,741,762.7545284476046,1017.0713403284794,858.2920098473049,55.12946373823017,2.716333333333333
38,B-n50-k8,1313,1346.4858336967482,1517.6886536342467,1430.6920666715557,42.24919924321236,2.8216666666666663
39,B-n51-k7,1032,1045.3488599596587,1393.9197325043733,1235.700915414704,77.086264096809,2.7936666666666667
40,B-n52-k7,747,779.7988808625244,1045.8863064058078,866.730072771634,57.12971439101717,2.7613333333333334
41,B-n56-k7,707,736.2366264154848,1000.9153116289299,824.9083798746362,61.88452181507993,2.743
42,B-n57-k7,1153,1213.5971521056022,1494.3100618271146,1362.0232494509655,72.14719508441677,2.966
43,B-n57-k9,1598,1678.099239544907,1906.556494087334,1777.842654702255,57.34844690367381,3.048666666666666
44,B-n63-k10,1537,1669.287619225855,2025.1725950302646,1790.1393558307452,79.78494574017246,3.2883333333333336
45,B-n64-k9,861,937.1191639267163,1256.756542476099,1058.783807476434,76.43526013675239,3.3533333333333335
46,B-n66-k9,1374,1390.0965397296522,1676.0596876298564,1541.1823974025508,57.535143060163435,3.317
47,B-n67-k10,1033,1115.4825001624738,1371.3656823628048,1220.7417485185429,69.56261757910224,3.4436666666666667
48,B-n68-k9,1304,1337.089099977332,1617.432819440065,1495.1318722849812,64.38872205126071,3.2496666666666667
49,B-n78-k10,1266,1403.556970526055,1628.036181392861,1502.8892817108922,60.432009217205675,3.6210000000000004
50,P-n101-k4,681,863.1512637652309,1017.903528550538,954.8253143318691,41.50680708663447,3.1450000000000005
51,P-n16-k8,435,451.9470921298185,473.78211236451153,458.75069909636943,6.73186876382627,2.137333333333333
52,P-n19-k2,212,220.25849856435627,260.3647628829935,235.4171348564335,9.73830137212885,1.5403333333333336
53, P-n20-k2,220,217.41558334616656,291.4877434767991,235.95698343419932,16.539816558309866,1.610666666666667
54,P-n21-k2,211,212.71153970290385,268.43980094284586,231.2413341259374,14.889885718263036,1.6383333333333332
55,P-n22-k2,216,217.85215074022966,296.04452646515983,236.86868910906742,19.33606918522803,1.6666666666666667
56,P-n22-k8,603,619.0552929573361,763.6357142145358,659.8537596626269,28.771143525348037,2.5039999999999996
57,P-n23-k8,554,536.7109990345979,629.4969106400009,579.6997020647439,25.27255780370888,2.558333333333333
58,P-n40-k5.vrp,458,481.83784049382564,587.9627174193611,532.2150694173673,23.184511256204715,2.228666666666667
59,P-n45-k5,510,546.6110701026887,672.8842166157476,609.5290712019803,33.02789563593221,2.2710000000000004
60,P-n50-k10,696,743.5722964613822,876.8305611043585,805.5471178957062,30.992208955229476,3.191666666666667
61, P-n50-k7,554,598.5397732046143,713.517463443364,647.7675168168597,28.632970938483478,2.601
62,P-n50-k8,649,682.2532663159375,786.5957232600749,719.8860249745705,26.83428526673955,2.9786666666666664
63,P-n51-k10,745,776.4490402238143,979.7765013208274,870.089376864166,35.11993692716637,3.3726666666666665
64,P-n55-k10,669,730.9224717656018,875.3625149677565,793.2305722597586,38.505958980137095,3.1373333333333333
65,P-n55-k15,856,1025.5732316450622,1117.0508031996983,1065.9210666852107,23.573245092574666,4.335666666666667
66,P-n55-k7,524,583.0596083391289,740.4224040378447,655.9652221032462,30.69412384443207,2.726
67,P-n55-k8,576,612.4034156519449,763.031332133851,687.4170549684752,36.6118156917835,2.7426666666666666
68,P-n60-k10,706,846.3444560049988,931.1827046985454,880.3607494727529,22.490593353360502,3.2956666666666665
69,P-n60-k15,905,1036.9388511693162,1153.9569033688824,1104.8474500431437,29.220580595335235,4.120333333333334
70,P-n65-k10,792,872.8960538444994,1019.1238236367565,936.9449490743384,36.68353540031201,3.312
71,P-n70-k10,834,898.0378452230583,1068.4574088140794,973.3002919913808,30.242898161935955,3.5326666666666666
72,P-n76-k4,589,721.2862083304287,918.5506550030856,809.2974161349541,49.10719856156439,2.625333333333333
73,P-n76-k5,631,743.7958068670937,981.9273137402461,828.4523096911975,50.80495953587594,2.7969999999999993
