,fileName,Name,Best Solution Cost,Optimal Value,Run Time
190,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n57-k7,1321.2231754252894,1153,2.49
191,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n57-k9,1766.9870821515287,1598,2.74
192,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n63-k10,1730.2980104507526,1537,3.03
193,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n64-k9,1063.4950269601843,861,3.31
194,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n66-k9,1557.9964128239214,1374,3.76
195,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n67-k10,1221.3278019330044,1033,3.36
196,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n68-k9,1524.0431816931562,1304,3.3
197,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n78-k10,1478.8770238094355,1266,3.21
198,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n101-k4,1038.4137455155037,681,3.13
199,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n16-k8,462.6887024933947,435,2.68
200,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n19-k2,275.616177896065,212,2.13
201,results00_swap21_shift1_swap22_5050_levy4_levy5.csv, P-n20-k2,287.5876400183284,220,1.33
202,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n21-k2,257.5929608462073,211,1.41
203,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n22-k2,289.39112917049704,216,1.39
204,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n22-k8,614.6000239418393,603,2.88
205,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n23-k8,558.3207213676459,554,2.84
206,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n40-k5.vrp,560.0374164825702,458,2.22
207,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n45-k5,583.1283871678693,510,2.1
208,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n50-k10,846.6363704264209,696,2.81
209,results00_swap21_shift1_swap22_5050_levy4_levy5.csv, P-n50-k7,638.5435437778973,554,2.78
210,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n50-k8,711.0099845042678,649,2.96
211,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n51-k10,899.5735878996146,745,3.45
212,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n55-k10,777.5463480897985,669,3.21
213,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n55-k15,1065.0598994943748,856,4.57
214,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n55-k7,655.7391292917201,524,2.69
215,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n55-k8,677.200913212172,576,2.62
216,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n60-k10,911.9655608933356,706,2.86
217,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n60-k15,1093.3205915949877,905,3.64
218,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n65-k10,1005.6255863459036,792,3.14
219,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n70-k10,977.5144780285888,834,3.37
220,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n76-k4,910.3337281271815,589,2.49
221,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,P-n76-k5,926.4352492541267,631,2.81
222,results00_swap21_swap22_5050_levy6.csv,A-n32-k5,976.132405818454,784,3.25
223,results00_swap21_swap22_5050_levy6.csv,A-n33-k5,869.4685418154869,661,2.75
224,results00_swap21_swap22_5050_levy6.csv,A-n33-k6,846.585620102167,742,2.72
225,results00_swap21_swap22_5050_levy6.csv,A-n34-k5,905.2100475579937,778,2.81
226,results00_swap21_swap22_5050_levy6.csv,A-n36-k5,1022.6788905716952,799,2.8
227,results00_swap21_swap22_5050_levy6.csv,A-n37-k5,824.2480021851355,669,3.22
228,results00_swap21_swap22_5050_levy6.csv,A-n37-k6,1211.1562728682718,949,5.01
229,results00_swap21_swap22_5050_levy6.csv,A-n38-k5,983.6402015167636,730,3.5
230,results00_swap21_swap22_5050_levy6.csv,A-n39-k5,977.6371252038736,822,3.48
231,results00_swap21_swap22_5050_levy6.csv,A-n39-k6,1032.322146886387,831,3.09
232,results00_swap21_swap22_5050_levy6.csv,A-n44-k6,1114.2752796387126,937,3.16
233,results00_swap21_swap22_5050_levy6.csv,A-n45-k6,1177.9719144077476,944,3.29
234,results00_swap21_swap22_5050_levy6.csv,A-n45-k7,1303.712823237112,1146,3.58
235,results00_swap21_swap22_5050_levy6.csv,A-n46-k7,1142.9195084950275,914,3.56
236,results00_swap21_swap22_5050_levy6.csv,A-n48-k7,1349.930336656055,1073,3.43
237,results00_swap21_swap22_5050_levy6.csv,A-n53-k7,1379.885156017682,1010,3.83
238,results00_swap21_swap22_5050_levy6.csv,A-n54-k7,1407.5396776330026,1167,3.76
239,results00_swap21_swap22_5050_levy6.csv,A-n55-k9,1304.0835980046118,1073,3.72
240,results00_swap21_swap22_5050_levy6.csv,A-n60-k9,1694.2918290668708,1408,3.75
241,results00_swap21_swap22_5050_levy6.csv,A-n61-k9,1311.300184314527,1035,3.88
242,results00_swap21_swap22_5050_levy6.csv,A-n62-k8,1680.346541261948,1290,3.96
243,results00_swap21_swap22_5050_levy6.csv,A-n63-k10,1587.4358569495726,1315,6.3
244,results00_swap21_swap22_5050_levy6.csv,A-n63-k9,2105.3934820648665,1634,6.42
245,results00_swap21_swap22_5050_levy6.csv,A-n64-k9,1744.0851814060568,1402,4.08
246,results00_swap21_swap22_5050_levy6.csv,A-n65-k9,1652.2596319182314,1177,4.01
247,results00_swap21_swap22_5050_levy6.csv,A-n69-k9,1561.1329576019125,1168,3.57
248,results00_swap21_swap22_5050_levy6.csv,A-n80-k10,2294.6953343668397,1764,4.78
249,results00_swap21_swap22_5050_levy6.csv,B-n31-k5,751.285438238639,672,2.85
250,results00_swap21_swap22_5050_levy6.csv,B-n34-k5,835.6372669007719,788,2.57
251,results00_swap21_swap22_5050_levy6.csv,B-n35-k5,1158.10332275551,955,2.76
252,results00_swap21_swap22_5050_levy6.csv,B-n38-k6,877.9394625954637,805,3.24
253,results00_swap21_swap22_5050_levy6.csv,B-n39-k5,643.7276493857088,549,3.14
254,results00_swap21_swap22_5050_levy6.csv,B-n41-k6,1013.121835766188,829,3.33
255,results00_swap21_swap22_5050_levy6.csv,B-n43-k6,850.7156083661391,742,3.31
256,results00_swap21_swap22_5050_levy6.csv,B-n44-k7,1096.0826545216141,909,3.31
257,results00_swap21_swap22_5050_levy6.csv,B-n45-k5,878.8867489231137,751,5.02
258,results00_swap21_swap22_5050_levy6.csv,B-n45-k6,799.9197338336389,678,3.09
259,results00_swap21_swap22_5050_levy6.csv,B-n50-k7,967.4289397994786,741,3.5
260,results00_swap21_swap22_5050_levy6.csv,B-n50-k8,1474.176859758658,1313,3.13
261,results00_swap21_swap22_5050_levy6.csv,B-n51-k7,1299.0774345972682,1032,3.35
262,results00_swap21_swap22_5050_levy6.csv,B-n52-k7,1049.5831238227834,747,3.33
263,results00_swap21_swap22_5050_levy6.csv,B-n56-k7,834.4588629632004,707,3.87
264,results00_swap21_swap22_5050_levy6.csv,B-n57-k7,1364.8243145894514,1153,4.47
265,results00_swap21_swap22_5050_levy6.csv,B-n57-k9,1805.3292286480216,1598,4.27
266,results00_swap21_swap22_5050_levy6.csv,B-n63-k10,1856.4959581679957,1537,3.91
267,results00_swap21_swap22_5050_levy6.csv,B-n64-k9,1097.471482941749,861,4.61
268,results00_swap21_swap22_5050_levy6.csv,B-n66-k9,1697.1129223787225,1374,4.15
269,results00_swap21_swap22_5050_levy6.csv,B-n67-k10,1264.359469255455,1033,3.95
270,results00_swap21_swap22_5050_levy6.csv,B-n68-k9,1532.8882407733774,1304,4.0
271,results00_swap21_swap22_5050_levy6.csv,B-n78-k10,1610.4195597786404,1266,4.14
272,results00_swap21_swap22_5050_levy6.csv,P-n101-k4,1183.3343353594805,681,7.01
273,results00_swap21_swap22_5050_levy6.csv,P-n16-k8,457.4822475306682,435,6.02
274,results00_swap21_swap22_5050_levy6.csv,P-n19-k2,265.47953033902445,212,2.42
275,results00_swap21_swap22_5050_levy6.csv, P-n20-k2,284.3780091276999,220,2.12
276,results00_swap21_swap22_5050_levy6.csv,P-n21-k2,284.64688982595777,211,2.65
277,results00_swap21_swap22_5050_levy6.csv,P-n22-k2,274.44906278698164,216,2.28
278,results00_swap21_swap22_5050_levy6.csv,P-n22-k8,607.6545618670225,603,6.27
279,results00_swap21_swap22_5050_levy6.csv,P-n23-k8,551.0847555624696,554,4.69
280,results00_swap21_swap22_5050_levy6.csv,P-n40-k5.vrp,606.7108538828472,458,2.63
281,results00_swap21_swap22_5050_levy6.csv,P-n45-k5,623.6077625524979,510,3.07
282,results00_swap21_swap22_5050_levy6.csv,P-n50-k10,824.6684149142347,696,4.05
283,results00_swap21_swap22_5050_levy6.csv, P-n50-k7,739.8934380518349,554,3.16
284,results00_swap21_swap22_5050_levy6.csv,P-n50-k8,780.0066051970339,649,3.55
285,results00_swap21_swap22_5050_levy6.csv,P-n51-k10,870.4219847026302,745,3.71
286,results00_swap21_swap22_5050_levy6.csv,P-n55-k10,858.4322523027863,669,3.41
287,results00_swap21_swap22_5050_levy6.csv,P-n55-k15,1069.6758297960257,856,5.31
