,fileName,Name,Best Solution Cost,Optimal Value,Run Time
0,results00_swap21_exchange_5050_levy6.csv,A-n32-k5,828.501831237014,784,3.47
1,results00_swap21_exchange_5050_levy6.csv,A-n33-k5,767.5863565569575,661,2.12
2,results00_swap21_exchange_5050_levy6.csv,A-n33-k6,869.0320945906187,742,2.42
3,results00_swap21_exchange_5050_levy6.csv,A-n34-k5,953.1674904635383,778,2.14
4,results00_swap21_exchange_5050_levy6.csv,A-n36-k5,914.8453291776214,799,2.56
5,results00_swap21_exchange_5050_levy6.csv,A-n37-k5,868.0994299678995,669,2.58
6,results00_swap21_exchange_5050_levy6.csv,A-n37-k6,1134.6440474115766,949,2.48
7,results00_swap21_exchange_5050_levy6.csv,A-n38-k5,889.130009793346,730,2.49
8,results00_swap21_exchange_5050_levy6.csv,A-n39-k5,971.5543589704297,822,2.52
9,results00_swap21_exchange_5050_levy6.csv,A-n39-k6,1056.967239082503,831,2.6
10,results00_swap21_exchange_5050_levy6.csv,A-n44-k6,1160.356693100878,937,2.66
11,results00_swap21_exchange_5050_levy6.csv,A-n45-k6,1103.4939611503974,944,2.97
12,results00_swap21_exchange_5050_levy6.csv,A-n45-k7,1274.3547119991524,1146,2.92
13,results00_swap21_exchange_5050_levy6.csv,A-n46-k7,1152.0817611767054,914,2.96
14,results00_swap21_exchange_5050_levy6.csv,A-n48-k7,1373.4608990851448,1073,2.82
15,results00_swap21_exchange_5050_levy6.csv,A-n53-k7,1244.8317240498245,1010,2.84
16,results00_swap21_exchange_5050_levy6.csv,A-n54-k7,1429.3149443938632,1167,3.06
17,results00_swap21_exchange_5050_levy6.csv,A-n55-k9,1286.2131852922253,1073,3.26
18,results00_swap21_exchange_5050_levy6.csv,A-n60-k9,1648.5415389657794,1408,3.36
19,results00_swap21_exchange_5050_levy6.csv,A-n61-k9,1408.7192718919755,1035,3.04
20,results00_swap21_exchange_5050_levy6.csv,A-n62-k8,1659.4711358233935,1290,3.77
21,results00_swap21_exchange_5050_levy6.csv,A-n63-k10,1546.7634506559002,1315,3.54
22,results00_swap21_exchange_5050_levy6.csv,A-n63-k9,2012.2249742573276,1634,3.06
23,results00_swap21_exchange_5050_levy6.csv,A-n64-k9,1683.2036948346772,1402,3.58
24,results00_swap21_exchange_5050_levy6.csv,A-n65-k9,1484.6364254073999,1177,3.72
25,results00_swap21_exchange_5050_levy6.csv,A-n69-k9,1546.9516286444323,1168,3.38
26,results00_swap21_exchange_5050_levy6.csv,A-n80-k10,2295.5431914012315,1764,4.07
27,results00_swap21_exchange_5050_levy6.csv,B-n31-k5,706.3929282911504,672,2.43
28,results00_swap21_exchange_5050_levy6.csv,B-n34-k5,934.4820518290413,788,2.6
29,results00_swap21_exchange_5050_levy6.csv,B-n35-k5,1047.2416057694738,955,2.33
30,results00_swap21_exchange_5050_levy6.csv,B-n38-k6,887.7672233974578,805,2.93
31,results00_swap21_exchange_5050_levy6.csv,B-n39-k5,647.8047416024074,549,2.46
32,results00_swap21_exchange_5050_levy6.csv,B-n41-k6,1015.962132333436,829,2.2
33,results00_swap21_exchange_5050_levy6.csv,B-n43-k6,923.8320929058564,742,2.72
34,results00_swap21_exchange_5050_levy6.csv,B-n44-k7,1088.4452136170084,909,2.66
35,results00_swap21_exchange_5050_levy6.csv,B-n45-k5,939.3806148401137,751,2.63
36,results00_swap21_exchange_5050_levy6.csv,B-n45-k6,774.8752670820528,678,2.79
37,results00_swap21_exchange_5050_levy6.csv,B-n50-k7,913.1904892854292,741,2.74
38,results00_swap21_exchange_5050_levy6.csv,B-n50-k8,1484.2567282397335,1313,3.15
39,results00_swap21_exchange_5050_levy6.csv,B-n51-k7,1193.0613176489176,1032,3.15
40,results00_swap21_exchange_5050_levy6.csv,B-n52-k7,1054.4209328886866,747,2.69
41,results00_swap21_exchange_5050_levy6.csv,B-n56-k7,1000.1438390544247,707,3.3
42,results00_swap21_exchange_5050_levy6.csv,B-n57-k7,1292.1501458286007,1153,3.62
43,results00_swap21_exchange_5050_levy6.csv,B-n57-k9,1795.4821519665122,1598,3.88
44,results00_swap21_exchange_5050_levy6.csv,B-n63-k10,1893.9662610327978,1537,3.64
45,results00_swap21_exchange_5050_levy6.csv,B-n64-k9,1143.9141393203574,861,4.27
46,results00_swap21_exchange_5050_levy6.csv,B-n66-k9,1733.5809582516324,1374,3.48
47,results00_swap21_exchange_5050_levy6.csv,B-n67-k10,1253.7151066268727,1033,3.93
48,results00_swap21_exchange_5050_levy6.csv,B-n68-k9,1552.4169850377134,1304,3.84
49,results00_swap21_exchange_5050_levy6.csv,B-n78-k10,1691.2824812889646,1266,5.42
50,results00_swap21_exchange_5050_levy6.csv,P-n101-k4,1214.0482714852888,681,3.67
51,results00_swap21_exchange_5050_levy6.csv,P-n16-k8,451.335080208618,435,3.9
52,results00_swap21_exchange_5050_levy6.csv,P-n19-k2,265.3024279042684,212,1.91
53,results00_swap21_exchange_5050_levy6.csv, P-n20-k2,268.43348432801497,220,1.91
54,results00_swap21_exchange_5050_levy6.csv,P-n21-k2,235.02040007726302,211,2.06
55,results00_swap21_exchange_5050_levy6.csv,P-n22-k2,260.48338942573656,216,2.42
56,results00_swap21_exchange_5050_levy6.csv,P-n22-k8,634.4471463238789,603,4.08
57,results00_swap21_exchange_5050_levy6.csv,P-n23-k8,589.5169894334051,554,3.52
58,results00_swap21_exchange_5050_levy6.csv,P-n40-k5.vrp,527.7678082639349,458,2.48
59,results00_swap21_exchange_5050_levy6.csv,P-n45-k5,648.8556722954285,510,2.73
60,results00_swap21_exchange_5050_levy6.csv,P-n50-k10,843.7616078808826,696,3.34
61,results00_swap21_exchange_5050_levy6.csv, P-n50-k7,657.0587525013268,554,3.03
62,results00_swap21_exchange_5050_levy6.csv,P-n50-k8,752.2161238928958,649,3.83
63,results00_swap21_exchange_5050_levy6.csv,P-n51-k10,932.5528531012724,745,4.53
64,results00_swap21_exchange_5050_levy6.csv,P-n55-k10,843.1834637961329,669,4.13
65,results00_swap21_exchange_5050_levy6.csv,P-n55-k15,1069.2698626162312,856,8.41
66,results00_swap21_exchange_5050_levy6.csv,P-n55-k7,641.3766393025007,524,3.17
67,results00_swap21_exchange_5050_levy6.csv,P-n55-k8,706.3676997768954,576,3.08
68,results00_swap21_exchange_5050_levy6.csv,P-n60-k10,950.7982779691209,706,3.71
69,results00_swap21_exchange_5050_levy6.csv,P-n60-k15,1123.53082873371,905,4.13
70,results00_swap21_exchange_5050_levy6.csv,P-n65-k10,998.4003143516319,792,5.53
71,results00_swap21_exchange_5050_levy6.csv,P-n70-k10,1041.979087727717,834,3.88
72,results00_swap21_exchange_5050_levy6.csv,P-n76-k4,905.9787611026213,589,2.9
73,results00_swap21_exchange_5050_levy6.csv,P-n76-k5,878.9383887839351,631,3.2
74,results00_swap21_orOpt2_5050_levy6.csv,A-n32-k5,897.9594494009165,784,3.34
75,results00_swap21_orOpt2_5050_levy6.csv,A-n33-k5,827.6618294686473,661,2.11
76,results00_swap21_orOpt2_5050_levy6.csv,A-n33-k6,828.4808482243615,742,2.3
77,results00_swap21_orOpt2_5050_levy6.csv,A-n34-k5,1004.9803267873011,778,2.46
78,results00_swap21_orOpt2_5050_levy6.csv,A-n36-k5,913.471510365964,799,2.59
79,results00_swap21_orOpt2_5050_levy6.csv,A-n37-k5,806.6825983781645,669,2.33
80,results00_swap21_orOpt2_5050_levy6.csv,A-n37-k6,1041.9923436537317,949,2.37
81,results00_swap21_orOpt2_5050_levy6.csv,A-n38-k5,967.597190271331,730,2.52
82,results00_swap21_orOpt2_5050_levy6.csv,A-n39-k5,1048.1444677059073,822,3.7
83,results00_swap21_orOpt2_5050_levy6.csv,A-n39-k6,994.6702450004076,831,2.58
84,results00_swap21_orOpt2_5050_levy6.csv,A-n44-k6,1126.295443469051,937,2.87
85,results00_swap21_orOpt2_5050_levy6.csv,A-n45-k6,1265.1788798555115,944,2.84
86,results00_swap21_orOpt2_5050_levy6.csv,A-n45-k7,1339.4614872695124,1146,2.71
87,results00_swap21_orOpt2_5050_levy6.csv,A-n46-k7,1141.5328256875846,914,2.69
88,results00_swap21_orOpt2_5050_levy6.csv,A-n48-k7,1305.622922931462,1073,2.99
89,results00_swap21_orOpt2_5050_levy6.csv,A-n53-k7,1263.7084487991326,1010,3.45
90,results00_swap21_orOpt2_5050_levy6.csv,A-n54-k7,1437.7088978456152,1167,3.14
91,results00_swap21_orOpt2_5050_levy6.csv,A-n55-k9,1313.2783403465496,1073,4.02
92,results00_swap21_orOpt2_5050_levy6.csv,A-n60-k9,1633.0800311578378,1408,3.02
93,results00_swap21_orOpt2_5050_levy6.csv,A-n61-k9,1414.4173057138955,1035,3.6
94,results00_swap21_orOpt2_5050_levy6.csv,A-n62-k8,1794.7171041394427,1290,3.26
95,results00_swap21_orOpt2_5050_levy6.csv,A-n63-k10,1622.1912225973792,1315,3.3
96,results00_swap21_orOpt2_5050_levy6.csv,A-n63-k9,1930.982060742124,1634,3.96
97,results00_swap21_orOpt2_5050_levy6.csv,A-n64-k9,1872.472026653454,1402,3.38
98,results00_swap21_orOpt2_5050_levy6.csv,A-n65-k9,1613.8616838044516,1177,3.61
99,results00_swap21_orOpt2_5050_levy6.csv,A-n69-k9,1583.5336154657994,1168,3.46
100,results00_swap21_orOpt2_5050_levy6.csv,A-n80-k10,2309.4414689958467,1764,4.21
101,results00_swap21_orOpt2_5050_levy6.csv,B-n31-k5,735.2526320565462,672,2.3
102,results00_swap21_orOpt2_5050_levy6.csv,B-n34-k5,962.2572696616572,788,2.12
103,results00_swap21_orOpt2_5050_levy6.csv,B-n35-k5,1086.2618599420043,955,2.52
104,results00_swap21_orOpt2_5050_levy6.csv,B-n38-k6,934.2218426714188,805,3.07
105,results00_swap21_orOpt2_5050_levy6.csv,B-n39-k5,676.1797592167534,549,2.44
106,results00_swap21_orOpt2_5050_levy6.csv,B-n41-k6,1023.9966641658176,829,2.75
107,results00_swap21_orOpt2_5050_levy6.csv,B-n43-k6,953.4833234552672,742,2.77
108,results00_swap21_orOpt2_5050_levy6.csv,B-n44-k7,1063.5628084438897,909,2.91
109,results00_swap21_orOpt2_5050_levy6.csv,B-n45-k5,934.139875445208,751,2.71
110,results00_swap21_orOpt2_5050_levy6.csv,B-n45-k6,800.9866038019497,678,3.13
111,results00_swap21_orOpt2_5050_levy6.csv,B-n50-k7,993.6886914039044,741,3.04
112,results00_swap21_orOpt2_5050_levy6.csv,B-n50-k8,1500.5804491464237,1313,3.07
113,results00_swap21_orOpt2_5050_levy6.csv,B-n51-k7,1238.5516579489488,1032,3.06
114,results00_swap21_orOpt2_5050_levy6.csv,B-n52-k7,955.6452550359377,747,2.81
115,results00_swap21_orOpt2_5050_levy6.csv,B-n56-k7,919.4574382020523,707,3.51
116,results00_swap21_orOpt2_5050_levy6.csv,B-n57-k7,1554.0679636899595,1153,3.04
117,results00_swap21_orOpt2_5050_levy6.csv,B-n57-k9,1872.956233204804,1598,3.48
118,results00_swap21_orOpt2_5050_levy6.csv,B-n63-k10,1925.0643688047799,1537,3.66
119,results00_swap21_orOpt2_5050_levy6.csv,B-n64-k9,1251.0760483486604,861,4.54
120,results00_swap21_orOpt2_5050_levy6.csv,B-n66-k9,1639.475740810205,1374,4.72
121,results00_swap21_orOpt2_5050_levy6.csv,B-n67-k10,1437.5087952112704,1033,4.53
122,results00_swap21_orOpt2_5050_levy6.csv,B-n68-k9,1612.6591781285754,1304,4.31
123,results00_swap21_orOpt2_5050_levy6.csv,B-n78-k10,1660.7154930440786,1266,4.17
124,results00_swap21_orOpt2_5050_levy6.csv,P-n101-k4,1164.1164640733698,681,3.81
125,results00_swap21_orOpt2_5050_levy6.csv,P-n16-k8,473.7821123645115,435,3.62
126,results00_swap21_orOpt2_5050_levy6.csv,P-n19-k2,263.03972055379865,212,1.91
127,results00_swap21_orOpt2_5050_levy6.csv, P-n20-k2,245.9255247573453,220,1.81
128,results00_swap21_orOpt2_5050_levy6.csv,P-n21-k2,272.8705810722827,211,1.91
129,results00_swap21_orOpt2_5050_levy6.csv,P-n22-k2,261.42711687702916,216,1.97
130,results00_swap21_orOpt2_5050_levy6.csv,P-n22-k8,597.7825792511518,603,4.2
131,results00_swap21_orOpt2_5050_levy6.csv,P-n23-k8,579.7902104478608,554,3.57
132,results00_swap21_orOpt2_5050_levy6.csv,P-n40-k5.vrp,518.4075831865825,458,2.48
133,results00_swap21_orOpt2_5050_levy6.csv,P-n45-k5,692.2432834040491,510,2.45
134,results00_swap21_orOpt2_5050_levy6.csv,P-n50-k10,918.955649285862,696,3.51
135,results00_swap21_orOpt2_5050_levy6.csv, P-n50-k7,680.1177235316518,554,2.94
136,results00_swap21_orOpt2_5050_levy6.csv,P-n50-k8,791.2019470953198,649,5.62
137,results00_swap21_orOpt2_5050_levy6.csv,P-n51-k10,953.1471010685757,745,3.35
138,results00_swap21_orOpt2_5050_levy6.csv,P-n55-k10,865.8775074490392,669,3.46
139,results00_swap21_orOpt2_5050_levy6.csv,P-n55-k15,1052.3156973190255,856,4.6
140,results00_swap21_orOpt2_5050_levy6.csv,P-n55-k7,704.8370453485962,524,3.12
141,results00_swap21_orOpt2_5050_levy6.csv,P-n55-k8,728.2406113537904,576,2.98
142,results00_swap21_orOpt2_5050_levy6.csv,P-n60-k10,912.4001943682993,706,3.51
143,results00_swap21_orOpt2_5050_levy6.csv,P-n60-k15,1233.9461331005366,905,5.04
144,results00_swap21_orOpt2_5050_levy6.csv,P-n65-k10,1074.3610681259786,792,3.78
145,results00_swap21_orOpt2_5050_levy6.csv,P-n70-k10,1073.545608052263,834,4.81
146,results00_swap21_orOpt2_5050_levy6.csv,P-n76-k4,928.4232832496286,589,2.87
147,results00_swap21_orOpt2_5050_levy6.csv,P-n76-k5,994.8364562085519,631,3.48
148,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n32-k5,949.328373860765,784,2.45
149,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n33-k5,742.6873936134292,661,1.92
150,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n33-k6,794.003841241102,742,2.12
151,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n34-k5,863.2484127194452,778,2.31
152,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n36-k5,870.6403842167133,799,2.24
153,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n37-k5,821.7335454810507,669,2.73
154,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n37-k6,1170.562941391023,949,2.32
155,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n38-k5,888.1764858015815,730,2.65
156,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n39-k5,951.6968438765474,822,2.49
157,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n39-k6,918.4272285270348,831,4.27
158,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n44-k6,1149.1826191342325,937,2.76
159,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n45-k6,1120.433432618304,944,2.48
160,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n45-k7,1330.2252035552262,1146,2.54
161,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n46-k7,1073.7352467722826,914,3.17
162,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n48-k7,1206.9008464509034,1073,2.61
163,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n53-k7,1315.7123519880056,1010,2.84
164,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n54-k7,1448.0552285068275,1167,3.23
165,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n55-k9,1329.0621436670715,1073,2.53
166,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n60-k9,1709.1993614818562,1408,2.64
167,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n61-k9,1263.9886492254466,1035,3.66
168,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n62-k8,1610.1415571347222,1290,2.68
169,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n63-k10,1581.7941215497706,1315,3.04
170,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n63-k9,1847.3729154438681,1634,2.88
171,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n64-k9,1670.7511313012167,1402,2.76
172,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n65-k9,1514.2987290464364,1177,3.04
173,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n69-k9,1557.2736212773864,1168,3.35
174,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,A-n80-k10,2304.7026059375285,1764,3.17
175,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n31-k5,737.9582519164502,672,2.18
176,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n34-k5,807.6350837950736,788,1.84
177,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n35-k5,1022.0819510482656,955,2.0
178,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n38-k6,872.6373020562257,805,2.35
179,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n39-k5,599.4914507257539,549,2.31
180,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n41-k6,1001.7472991452521,829,2.55
181,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n43-k6,832.3942380397771,742,2.53
182,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n44-k7,1040.0849109761443,909,2.26
183,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n45-k5,1080.3990484351154,751,2.04
184,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n45-k6,795.3752340821999,678,2.61
185,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n50-k7,939.213903033887,741,2.89
186,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n50-k8,1405.9400137708085,1313,3.25
187,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n51-k7,1328.8611419548556,1032,3.39
188,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n52-k7,921.4244362057443,747,2.73
189,results00_swap21_shift1_swap22_5050_levy4_levy5.csv,B-n56-k7,848.7050635685249,707,2.49
